"Frankfurt";"US6092071058";"";"";"";"";""
"23.10.23";"61,08";"59,96";"61,08";"59,96";"10.655";"175"
"20.10.23";"60,36";"60,54";"61,30";"60,30";"22.027";"363"
"19.10.23";"60,60";"60,66";"61,28";"60,60";"9.795";"160"
"18.10.23";"59,50";"60,76";"61,16";"59,50";"855";"14"
"17.10.23";"59,40";"59,88";"59,88";"59,40";"";""
"16.10.23";"58,40";"59,58";"59,58";"58,22";"6.638";"113"
"13.10.23";"58,26";"58,24";"58,60";"57,56";"70.610";"1.224"
"12.10.23";"59,16";"57,84";"59,48";"57,84";"56.807";"978"
"11.10.23";"59,60";"59,18";"60,40";"59,18";"75.813";"1.267"
"10.10.23";"60,10";"59,88";"61,00";"59,88";"14.017";"231"
"09.10.23";"60,20";"60,10";"60,32";"59,94";"6.019";"100"
"06.10.23";"61,36";"59,68";"61,52";"58,92";"24.955";"415"
"05.10.23";"64,78";"61,74";"64,78";"61,74";"";""
"04.10.23";"63,88";"65,20";"65,20";"63,88";"16.035";"250"
"03.10.23";"65,10";"64,48";"65,10";"64,48";"";""
"02.10.23";"65,34";"65,20";"66,42";"65,20";"1.572";"24"
"29.09.23";"65,32";"65,48";"65,48";"65,32";"";""
"28.09.23";"66,42";"65,62";"66,42";"65,62";"5.481";"83"
"27.09.23";"66,60";"66,42";"67,34";"66,42";"42.818";"640"
"26.09.23";"65,32";"66,66";"66,86";"65,32";"2.674";"40"
"25.09.23";"66,60";"66,60";"66,60";"66,60";"133";"2"
"22.09.23";"66,04";"66,22";"66,82";"66,04";"8.649";"130"
"21.09.23";"66,96";"66,44";"67,00";"66,44";"1.340";"20"
"20.09.23";"66,62";"67,12";"67,12";"66,62";"";""
"19.09.23";"66,96";"66,96";"67,64";"66,96";"15.895";"237"
"18.09.23";"67,50";"66,96";"67,78";"66,96";"16.106";"239"
"15.09.23";"67,72";"67,48";"67,72";"67,48";"29.077";"430"
"14.09.23";"66,04";"68,04";"68,04";"66,04";"132";"2"
"13.09.23";"66,02";"66,32";"66,44";"66,02";"82.443";"1.241"
"12.09.23";"66,08";"66,24";"66,24";"66,08";"11.907";"180"
"11.09.23";"64,82";"66,36";"66,40";"64,82";"9.164";"139"
"08.09.23";"65,08";"64,96";"65,08";"64,82";"24.674";"380"
"07.09.23";"64,72";"65,44";"65,44";"64,72";"6.544";"100"
"06.09.23";"64,42";"64,88";"65,18";"64,42";"31.696";"488"
"05.09.23";"64,50";"64,70";"64,70";"64,48";"9.683";"150"
"04.09.23";"64,38";"64,88";"65,16";"64,38";"22.409";"345"
"01.09.23";"65,44";"64,56";"65,44";"64,56";"";""
"31.08.23";"65,42";"65,72";"65,72";"65,42";"";""
"30.08.23";"65,20";"65,38";"65,46";"65,20";"16.365";"250"
"29.08.23";"65,86";"65,52";"66,66";"65,52";"96.313";"1.460"
"28.08.23";"65,80";"65,92";"66,62";"65,80";"32.789";"494"
"25.08.23";"65,46";"66,08";"66,24";"65,46";"";""
"24.08.23";"65,62";"65,44";"66,16";"65,44";"5.293";"80"
"23.08.23";"64,50";"65,58";"65,58";"64,50";"6.503";"100"
"22.08.23";"64,90";"64,58";"64,90";"64,58";"";""
"21.08.23";"65,64";"64,98";"65,64";"64,96";"4.581";"70"
"18.08.23";"65,90";"65,20";"65,94";"65,20";"11.148";"170"
"17.08.23";"65,82";"65,46";"65,82";"65,46";"20.200";"307"
"16.08.23";"66,04";"66,12";"66,12";"66,04";"";""
"15.08.23";"66,82";"66,22";"66,82";"66,22";"43.170";"650"
"14.08.23";"67,90";"66,98";"67,90";"66,98";"6.485";"96"
"11.08.23";"66,76";"67,56";"67,56";"66,76";"676";"10"
"10.08.23";"66,88";"66,98";"67,66";"66,88";"10.128";"150"
"09.08.23";"67,00";"67,06";"67,06";"66,78";"8.685";"130"
"08.08.23";"67,38";"67,00";"67,50";"66,98";"258.484";"3.843"
"07.08.23";"67,54";"67,52";"67,54";"67,52";"11.480";"170"
"04.08.23";"68,80";"67,24";"68,80";"67,24";"14.450";"211"
"03.08.23";"68,60";"68,72";"69,08";"68,60";"144.438";"2.100"
"02.08.23";"67,00";"68,62";"68,80";"67,00";"4.128";"60"
"01.08.23";"67,76";"67,56";"67,76";"67,56";"16.775";"248"
"31.07.23";"68,46";"67,22";"68,48";"66,98";"9.295";"137"
"28.07.23";"68,10";"67,98";"69,02";"67,98";"2.250";"33"
"27.07.23";"66,00";"65,90";"67,24";"65,90";"28.422";"425"
"26.07.23";"67,16";"66,30";"67,16";"66,30";"4.736";"71"
"25.07.23";"66,70";"67,18";"67,86";"66,70";"19.657";"293"
"24.07.23";"66,88";"67,16";"67,20";"66,50";"64.270";"965"
"21.07.23";"66,06";"66,38";"66,94";"66,06";"31.653";"475"
"20.07.23";"65,06";"66,22";"66,22";"65,06";"";""
"19.07.23";"64,26";"65,28";"65,28";"64,26";"13.593";"210"
"18.07.23";"63,72";"64,16";"64,40";"63,72";"27.187";"424"
"17.07.23";"64,00";"64,50";"64,60";"64,00";"20.993";"325"
"14.07.23";"63,64";"63,96";"64,44";"63,64";"8.091";"127"
"13.07.23";"63,82";"63,94";"64,32";"63,82";"32.160";"500"
"12.07.23";"63,96";"64,00";"64,68";"63,96";"23.801";"370"
"11.07.23";"65,10";"64,16";"65,10";"64,16";"14.496";"223"
"10.07.23";"66,40";"65,46";"66,40";"65,46";"5.312";"80"
"07.07.23";"66,64";"65,72";"66,64";"65,72";"4.991";"75"
"06.07.23";"67,64";"66,90";"67,64";"66,90";"271";"4"
"05.07.23";"67,10";"67,42";"67,48";"66,92";"10.322";"154"
"04.07.23";"68,00";"67,44";"68,00";"67,14";"11.768";"174"
"03.07.23";"66,62";"67,20";"67,20";"66,38";"13.497";"203"
"30.06.23";"66,12";"66,76";"66,82";"66,12";"2.070";"31"
"29.06.23";"66,40";"66,40";"66,40";"66,40";"";""
"28.06.23";"67,18";"66,90";"67,18";"66,90";"28.063";"419"
"27.06.23";"66,68";"67,22";"67,22";"66,68";"";""
"26.06.23";"66,60";"67,06";"67,20";"66,60";"1.008";"15"
"23.06.23";"67,06";"67,02";"67,14";"67,02";"3.353";"50"
"22.06.23";"66,78";"67,16";"67,16";"66,78";"7.836";"117"
"21.06.23";"66,74";"66,44";"66,74";"66,44";"15.195";"228"
"20.06.23";"67,12";"67,12";"67,12";"67,12";"1.141";"17"
"19.06.23";"67,14";"67,24";"67,24";"67,14";"1.614";"24"
"16.06.23";"66,80";"67,12";"67,84";"66,80";"";""
"15.06.23";"67,44";"67,00";"67,44";"66,98";"71.352";"1.065"
"14.06.23";"67,00";"67,30";"67,30";"66,98";"10.047";"150"
"13.06.23";"67,14";"67,28";"67,72";"67,14";"19.452";"288"
"12.06.23";"68,30";"67,52";"68,30";"67,20";"3.456";"51"
"09.06.23";"67,40";"67,94";"67,94";"67,40";"678";"10"
"08.06.23";"67,00";"67,38";"67,66";"67,00";"50.339";"744"
"07.06.23";"68,22";"67,66";"68,92";"67,66";"1.723";"25"
"06.06.23";"68,80";"68,60";"69,80";"68,34";"78.153";"1.142"
"05.06.23";"69,80";"69,24";"69,88";"69,20";"8.713";"125"
"02.06.23";"68,12";"69,26";"69,26";"68,12";"50.986";"740"
"01.06.23";"68,26";"68,36";"69,24";"68,26";"10.040";"145"
"31.05.23";"67,26";"68,82";"68,86";"67,26";"9.162";"135"
"30.05.23";"70,00";"67,60";"70,00";"67,60";"50.570";"730"
"29.05.23";"69,62";"69,84";"70,38";"69,62";"3.514";"50"
"26.05.23";"69,76";"70,04";"70,46";"69,58";"37.492";"535"
"25.05.23";"69,70";"70,14";"70,14";"69,66";"3.483";"50"
"24.05.23";"69,70";"70,26";"70,44";"69,70";"15.407";"220"
"23.05.23";"69,84";"70,20";"70,42";"69,84";"98.229";"1.400"
"22.05.23";"70,86";"70,72";"70,98";"70,38";"19.119";"270"
"19.05.23";"72,50";"71,24";"72,50";"71,12";"27.854";"390"
"18.05.23";"70,98";"70,98";"70,98";"70,98";"";""
"17.05.23";"71,24";"71,22";"72,40";"71,22";"35.442";"495"
"16.05.23";"71,20";"70,88";"71,80";"70,88";"46.229";"645"
"15.05.23";"71,90";"71,40";"72,36";"71,36";"1.873.956";"25.941"
"12.05.23";"71,82";"71,72";"71,82";"71,72";"";""
"11.05.23";"70,96";"71,26";"71,74";"70,96";"19.000";"265"
"10.05.23";"70,78";"70,96";"71,56";"70,78";"40.206";"565"
"09.05.23";"70,62";"71,04";"71,26";"70,62";"19.317";"272"
"08.05.23";"70,58";"70,90";"70,90";"70,58";"39.434";"558"
"05.05.23";"69,88";"70,30";"70,30";"69,82";"37.284";"534"
"04.05.23";"70,20";"70,08";"70,26";"69,48";"5.640";"81"
"03.05.23";"70,04";"70,08";"70,12";"70,00";"33.049";"472"
"02.05.23";"70,52";"69,66";"70,52";"69,66";"174.068";"2.486"
"28.04.23";"68,80";"69,40";"70,96";"68,04";"124.207";"1.795"
"27.04.23";"65,16";"66,76";"66,76";"65,16";"2.987";"45"
"26.04.23";"65,36";"65,58";"65,58";"65,36";"";""
"25.04.23";"64,66";"66,00";"66,06";"64,66";"462";"7"
"24.04.23";"64,42";"64,86";"65,10";"64,42";"10.156";"156"
"21.04.23";"64,48";"64,42";"65,08";"64,42";"9.703";"150"
"20.04.23";"63,70";"64,60";"64,60";"63,70";"2.387";"37"
"19.04.23";"63,86";"64,20";"64,20";"63,86";"";""
"18.04.23";"63,88";"64,14";"64,30";"63,88";"41.674";"649"
"17.04.23";"63,96";"64,20";"64,20";"63,04";"65.727";"1.040"
"14.04.23";"63,32";"63,48";"63,86";"63,32";"958";"15"
"13.04.23";"63,72";"63,68";"63,72";"63,00";"23.644";"375"
"12.04.23";"64,00";"63,70";"64,00";"63,70";"512";"8"
"11.04.23";"64,20";"64,34";"64,82";"64,20";"5.186";"80"
"06.04.23";"65,08";"64,86";"65,08";"64,86";"";""
"05.04.23";"64,06";"65,40";"65,56";"64,06";"21.406";"330"
"04.04.23";"64,02";"64,26";"64,26";"63,96";"1.152";"18"
"03.04.23";"64,70";"64,48";"64,70";"63,94";"8.955";"139"
"31.03.23";"63,50";"64,11";"64,30";"63,50";"65.658";"1.026"
"30.03.23";"64,59";"64,33";"64,59";"64,33";"18.994";"295"
"29.03.23";"64,14";"64,75";"64,80";"64,14";"34.603";"534"
"28.03.23";"63,71";"64,09";"64,09";"63,71";"";""
"27.03.23";"64,65";"63,96";"64,73";"63,96";"49.620";"768"
"24.03.23";"61,57";"64,01";"64,01";"61,57";"27.800";"450"
"23.03.23";"61,94";"61,91";"62,58";"61,86";"5.441";"87"
"22.03.23";"62,47";"61,89";"62,47";"61,89";"";""
"21.03.23";"63,10";"62,91";"63,78";"62,58";"16.143";"255"
"20.03.23";"62,13";"63,07";"63,07";"61,74";"15.738";"252"
"17.03.23";"62,47";"62,19";"62,47";"61,87";"31.306";"502"
"16.03.23";"62,26";"62,96";"62,96";"62,26";"1.258";"20"
"15.03.23";"61,33";"62,71";"62,71";"61,33";"";""
"14.03.23";"61,75";"61,63";"61,75";"60,84";"2.093";"34"
"13.03.23";"60,80";"61,23";"61,23";"60,27";"7.618";"125"
"10.03.23";"61,00";"60,78";"61,33";"60,78";"2.143";"35"
"09.03.23";"61,27";"61,24";"62,17";"61,24";"4.974";"80"
"08.03.23";"61,14";"61,62";"61,78";"61,14";"107.071";"1.743"
"07.03.23";"61,19";"61,33";"61,97";"61,19";"105.448";"1.720"
"06.03.23";"61,66";"61,43";"62,22";"61,43";"11.151";"181"
"03.03.23";"61,19";"61,81";"61,84";"61,19";"1.546";"25"
"02.03.23";"59,94";"61,55";"61,55";"59,94";"3.643";"60"
"01.03.23";"61,21";"60,10";"61,21";"60,10";"";""
"28.02.23";"61,41";"61,41";"61,41";"61,41";"";""
"27.02.23";"61,98";"62,05";"62,08";"61,98";"13.900";"224"
"24.02.23";"61,94";"61,88";"61,94";"61,88";"1.115";"18"
"23.02.23";"62,79";"62,29";"62,93";"62,29";"6.342";"101"
"22.02.23";"62,25";"62,29";"63,05";"62,25";"5.414";"86"
"21.02.23";"61,88";"62,52";"62,52";"61,88";"";""
"20.02.23";"61,81";"62,04";"62,50";"61,81";"12.719";"205"
"17.02.23";"61,14";"62,51";"62,51";"61,14";"2.144";"35"
"16.02.23";"61,72";"61,40";"61,72";"60,93";"3.971";"65"
"15.02.23";"60,42";"61,18";"61,18";"60,42";"";""
"14.02.23";"61,32";"61,22";"61,34";"61,22";"4.785";"78"
"13.02.23";"60,90";"61,95";"62,29";"60,90";"6.042";"98"
"10.02.23";"60,29";"61,21";"61,21";"59,61";"33.131";"555"
"09.02.23";"60,28";"59,84";"60,28";"59,84";"9.594";"160"
"08.02.23";"60,07";"60,43";"60,43";"59,95";"13.528";"225"
"07.02.23";"61,41";"60,47";"61,41";"60,47";"413.029";"6.778"
"06.02.23";"61,30";"61,64";"61,64";"61,30";"3.943";"64"
"03.02.23";"61,20";"61,09";"61,20";"61,09";"3.060";"50"
"02.02.23";"60,50";"60,99";"60,99";"60,50";"6.979";"115"
"01.02.23";"60,90";"60,69";"61,20";"60,69";"3.595";"59"
