"Frankfurt";"US6092071058";"";"";"";"";""
"30.11.22";"63,74";"63,74";"63,74";"63,74";"1.721";"27"
"29.11.22";"64,02";"64,02";"64,02";"64,02";"";""
"28.11.22";"64,43";"64,05";"64,43";"63,99";"21.288";"332"
"25.11.22";"64,20";"64,16";"64,20";"64,16";"770";"12"
"24.11.22";"63,82";"63,65";"63,82";"63,65";"42.327";"665"
"23.11.22";"64,03";"64,47";"64,47";"64,03";"5.158";"80"
"22.11.22";"64,00";"64,00";"64,00";"64,00";"";""
"21.11.22";"63,05";"64,13";"64,13";"63,03";"24.168";"382"
"18.11.22";"62,20";"62,20";"62,20";"62,20";"2.053";"33"
"17.11.22";"62,55";"62,00";"62,55";"62,00";"10.748";"172"
"16.11.22";"62,17";"62,56";"62,56";"62,17";"15.627";"250"
"15.11.22";"61,65";"61,75";"61,75";"61,65";"1.853";"30"
"14.11.22";"62,78";"63,18";"63,18";"62,78";"12.762";"202"
"11.11.22";"63,80";"62,00";"63,80";"62,00";"25.804";"408"
"10.11.22";"63,30";"63,65";"63,65";"63,30";"6.365";"100"
"09.11.22";"63,23";"63,23";"63,23";"63,23";"";""
"08.11.22";"64,31";"64,45";"64,45";"64,31";"8.056";"125"
"07.11.22";"64,78";"63,41";"64,78";"63,41";"7.678";"120"
"04.11.22";"63,46";"63,46";"63,46";"63,46";"";""
"03.11.22";"63,65";"63,65";"63,65";"63,65";"";""
"02.11.22";"64,81";"63,50";"64,81";"63,50";"4.328";"68"
"01.11.22";"62,25";"63,01";"63,01";"62,25";"13.046";"208"
"31.10.22";"61,91";"62,28";"62,28";"61,91";"2.180";"35"
"28.10.22";"60,48";"61,47";"61,47";"60,48";"3.074";"50"
"27.10.22";"60,30";"60,50";"60,50";"60,29";"26.435";"438"
"26.10.22";"59,60";"60,02";"60,02";"59,60";"14.483";"242"
"25.10.22";"59,46";"59,61";"59,61";"59,46";"23.844";"400"
"24.10.22";"57,92";"57,92";"57,92";"57,92";"";""
"21.10.22";"58,05";"58,08";"58,08";"57,99";"4.003";"69"
"20.10.22";"58,83";"58,83";"58,83";"58,83";"";""
"19.10.22";"59,24";"59,24";"59,24";"59,24";"";""
"18.10.22";"58,81";"58,81";"58,81";"58,81";"";""
"17.10.22";"58,63";"58,63";"58,63";"58,63";"";""
"14.10.22";"59,26";"59,36";"59,56";"59,26";"3.981";"67"
"13.10.22";"58,46";"58,71";"58,71";"58,46";"4.873";"83"
"12.10.22";"57,96";"58,77";"58,77";"57,96";"101.084";"1.720"
"11.10.22";"58,00";"58,00";"58,00";"58,00";"3.480";"60"
"10.10.22";"56,52";"57,22";"57,30";"56,52";"6.397";"113"
"07.10.22";"57,06";"56,85";"57,10";"56,85";"12.898";"226"
"06.10.22";"58,00";"57,97";"58,30";"57,97";"12.645";"218"
"05.10.22";"57,33";"57,33";"57,33";"57,33";"";""
"04.10.22";"57,54";"57,38";"57,54";"57,38";"1.377";"24"
"03.10.22";"55,84";"56,67";"56,67";"55,84";"5.059";"90"
"30.09.22";"57,93";"57,93";"57,93";"57,93";"";""
"29.09.22";"59,23";"59,52";"59,52";"59,23";"179";"3"
"28.09.22";"59,81";"59,81";"59,81";"59,81";"";""
"27.09.22";"60,71";"60,80";"60,80";"60,71";"12.160";"200"
"26.09.22";"60,72";"60,73";"60,74";"60,72";"12.147";"200"
"23.09.22";"60,97";"61,06";"61,06";"60,97";"14.954";"245"
"22.09.22";"60,56";"60,83";"60,83";"60,56";"18.249";"300"
"21.09.22";"60,08";"61,18";"61,18";"60,00";"5.459";"90"
"20.09.22";"60,39";"59,86";"60,52";"59,86";"298.562";"4.939"
"19.09.22";"60,18";"60,18";"60,18";"60,18";"4.514";"75"
"16.09.22";"59,35";"59,35";"59,35";"59,35";"";""
"15.09.22";"60,41";"60,49";"60,49";"60,41";"16.332";"270"
"14.09.22";"59,89";"59,89";"59,89";"59,89";"";""
"13.09.22";"61,00";"61,00";"61,00";"61,00";"";""
"12.09.22";"60,21";"60,21";"60,21";"60,21";"";""
"09.09.22";"60,45";"60,69";"60,69";"60,45";"4.552";"75"
"08.09.22";"61,35";"61,35";"61,35";"61,35";"";""
"07.09.22";"60,30";"60,60";"60,60";"60,30";"3.030";"50"
"06.09.22";"61,00";"61,00";"61,00";"61,00";"12.810";"210"
"05.09.22";"61,60";"61,12";"61,60";"61,12";"1.284";"21"
"02.09.22";"61,92";"62,09";"62,09";"61,92";"4.036";"65"
"01.09.22";"61,57";"61,57";"61,57";"61,57";"";""
"31.08.22";"61,85";"61,60";"61,85";"61,60";"616";"10"
"30.08.22";"62,63";"62,63";"62,63";"62,63";"";""
"29.08.22";"62,68";"62,17";"62,68";"62,17";"62.170";"1.000"
"26.08.22";"64,53";"64,53";"64,53";"64,53";"";""
"25.08.22";"65,27";"65,29";"65,29";"64,95";"16.369";"251"
"24.08.22";"63,87";"63,92";"63,92";"63,87";"27.166";"425"
"23.08.22";"64,90";"64,21";"64,90";"64,21";"2.568";"40"
"22.08.22";"64,86";"65,09";"65,13";"64,63";"7.539";"116"
"19.08.22";"64,67";"64,67";"64,67";"64,67";"";""
"18.08.22";"64,26";"64,55";"64,55";"64,26";"9.489";"147"
"17.08.22";"64,78";"64,48";"64,85";"64,48";"20.664";"320"
"16.08.22";"64,08";"64,60";"64,60";"64,03";"25.690";"398"
"15.08.22";"62,41";"63,34";"63,34";"62,41";"19.002";"300"
"12.08.22";"62,41";"62,25";"62,97";"62,25";"8.451";"135"
"11.08.22";"62,40";"62,40";"62,40";"62,40";"";""
"10.08.22";"61,50";"62,34";"62,35";"61,50";"121.270";"1.945"
"09.08.22";"61,02";"61,02";"61,02";"61,02";"";""
"08.08.22";"62,79";"62,80";"62,80";"62,79";"11.429";"182"
"05.08.22";"62,38";"62,38";"62,38";"62,38";"";""
"04.08.22";"63,86";"63,00";"64,18";"63,00";"10.966";"171"
"03.08.22";"63,61";"63,76";"63,91";"63,61";"10.214";"160"
"02.08.22";"63,26";"63,31";"63,31";"63,26";"2.341";"37"
"01.08.22";"62,36";"62,61";"62,61";"62,36";"3.131";"50"
"29.07.22";"62,70";"62,93";"62,93";"62,70";"5.034";"80"
"28.07.22";"62,14";"62,55";"62,55";"62,14";"19.684";"315"
"27.07.22";"62,14";"62,14";"62,14";"62,14";"";""
"26.07.22";"61,14";"61,89";"61,89";"61,14";"14.777";"240"
"25.07.22";"60,96";"61,65";"61,65";"60,96";"2.950";"48"
"22.07.22";"60,26";"60,26";"60,26";"60,26";"";""
"21.07.22";"60,08";"60,11";"60,11";"60,08";"60";"1"
"20.07.22";"59,83";"60,45";"60,61";"59,83";"99.847";"1.650"
"19.07.22";"59,01";"59,01";"59,01";"59,01";"";""
"18.07.22";"60,37";"59,92";"60,37";"59,92";"61.287";"1.017"
"15.07.22";"60,58";"60,58";"60,58";"60,58";"";""
"14.07.22";"61,73";"61,04";"61,81";"61,04";"9.983";"163"
"13.07.22";"62,10";"62,10";"62,10";"62,10";"";""
"12.07.22";"61,97";"61,97";"61,97";"61,97";"310";"5"
"11.07.22";"61,29";"61,64";"61,67";"61,29";"616";"10"
"08.07.22";"61,42";"61,51";"61,51";"61,42";"6.151";"100"
"07.07.22";"61,18";"61,25";"61,25";"61,15";"30.625";"500"
"06.07.22";"60,60";"60,60";"60,60";"60,60";"";""
"05.07.22";"61,19";"61,19";"61,19";"61,19";"";""
"04.07.22";"60,34";"60,60";"60,60";"60,34";"2.121";"35"
"01.07.22";"58,98";"58,98";"58,98";"58,98";"";""
"30.06.22";"58,78";"59,40";"59,40";"58,78";"4.137";"70"
"29.06.22";"58,16";"58,16";"58,16";"58,16";"";""
"28.06.22";"59,32";"59,56";"59,56";"59,23";"8.126";"137"
"27.06.22";"59,30";"59,30";"59,30";"59,30";"";""
"24.06.22";"58,03";"58,20";"58,20";"58,03";"10.185";"175"
"23.06.22";"56,87";"57,09";"57,09";"56,83";"58.542";"1.030"
"22.06.22";"56,26";"56,26";"56,26";"56,26";"";""
"21.06.22";"55,97";"55,93";"55,97";"55,93";"5.034";"90"
"20.06.22";"55,30";"55,50";"55,50";"55,01";"109.922";"1.996"
"17.06.22";"55,85";"55,85";"55,85";"55,85";"";""
"16.06.22";"56,27";"56,03";"56,27";"56,03";"8.965";"160"
"15.06.22";"55,75";"56,37";"56,37";"55,75";"113";"2"
"14.06.22";"56,77";"55,68";"56,96";"55,68";"25.015";"444"
"13.06.22";"57,11";"57,44";"57,44";"57,11";"7.927";"138"
"10.06.22";"57,34";"57,34";"57,34";"57,34";"";""
"09.06.22";"58,34";"57,80";"58,75";"57,80";"1.450";"25"
"08.06.22";"58,81";"58,81";"58,81";"58,81";"1.764";"30"
"07.06.22";"57,90";"58,49";"58,53";"57,90";"11.042";"190"
"06.06.22";"58,98";"58,98";"58,98";"58,98";"118";"2"
"03.06.22";"58,32";"58,26";"58,32";"58,26";"11.652";"200"
"02.06.22";"58,86";"58,86";"58,86";"58,86";"";""
"01.06.22";"59,34";"59,41";"59,41";"59,34";"594";"10"
"31.05.22";"59,20";"59,20";"59,20";"59,20";"";""
"30.05.22";"59,61";"59,88";"59,88";"59,61";"11.014";"184"
"27.05.22";"57,84";"57,84";"57,84";"57,84";"";""
"26.05.22";"58,21";"58,21";"58,21";"58,21";"";""
"25.05.22";"58,90";"58,90";"58,90";"58,90";"";""
"24.05.22";"57,38";"57,38";"57,38";"57,38";"";""
"23.05.22";"57,92";"58,05";"58,10";"57,70";"57.675";"999"
"20.05.22";"57,98";"57,98";"57,98";"57,98";"";""
"19.05.22";"58,12";"56,97";"58,12";"56,89";"5.693";"100"
"18.05.22";"61,01";"58,18";"63,01";"58,18";"45.687";"770"
"17.05.22";"64,00";"64,00";"64,00";"64,00";"512";"8"
"16.05.22";"63,82";"63,30";"63,86";"63,30";"31.496";"494"
"13.05.22";"63,30";"63,30";"63,30";"63,30";"";""
"12.05.22";"62,39";"62,93";"62,93";"62,39";"25.417";"405"
"11.05.22";"61,98";"62,85";"62,85";"61,98";"3.143";"50"
"10.05.22";"61,11";"62,90";"63,60";"61,11";"13.296";"211"
"09.05.22";"62,21";"62,40";"62,40";"62,21";"5.304";"85"
"06.05.22";"61,70";"61,70";"61,70";"61,70";"";""
"05.05.22";"62,20";"62,48";"62,48";"62,20";"3.124";"50"
"04.05.22";"61,50";"61,65";"61,65";"61,50";"308";"5"
"03.05.22";"60,53";"60,53";"60,53";"60,53";"";""
"02.05.22";"62,48";"60,94";"62,48";"60,94";"30.536";"497"
"29.04.22";"63,24";"65,77";"65,77";"63,24";"18.028";"283"
"28.04.22";"61,02";"62,93";"62,93";"61,02";"3.702";"60"
"27.04.22";"61,00";"61,47";"61,47";"61,00";"1.537";"25"
"26.04.22";"61,45";"61,50";"61,50";"61,45";"27.304";"444"
"25.04.22";"60,41";"60,44";"60,44";"60,41";"12.088";"200"
"22.04.22";"60,49";"60,83";"60,87";"60,49";"3.830";"63"
"21.04.22";"60,35";"60,98";"60,98";"60,35";"3.659";"60"
"20.04.22";"60,22";"60,28";"60,28";"60,22";"4.822";"80"
"19.04.22";"59,04";"60,45";"60,45";"59,00";"31.310";"523"
"14.04.22";"58,24";"58,24";"58,24";"58,24";"";""
"13.04.22";"58,92";"59,40";"59,40";"58,92";"4.573";"77"
"12.04.22";"58,08";"58,76";"58,84";"58,08";"30.457";"520"
"11.04.22";"58,20";"58,65";"58,65";"58,20";"5.849";"100"
"08.04.22";"57,86";"57,82";"57,86";"57,82";"4.626";"80"
"07.04.22";"57,75";"57,87";"58,17";"57,75";"19.397";"335"
"06.04.22";"57,99";"57,59";"57,99";"57,59";"12.910";"224"
"05.04.22";"57,58";"57,76";"57,76";"57,58";"2.018";"35"
"04.04.22";"57,58";"57,56";"58,02";"57,56";"40.690";"703"
"01.04.22";"56,85";"57,30";"57,30";"56,85";"2.865";"50"
"31.03.22";"56,08";"56,58";"56,59";"56,08";"62.189";"1.100"
"30.03.22";"56,17";"55,87";"56,53";"55,87";"1.972";"35"
"29.03.22";"55,87";"56,49";"56,53";"55,87";"40.035";"710"
"28.03.22";"56,19";"55,99";"56,50";"55,70";"4.882";"87"
"25.03.22";"54,26";"54,26";"54,26";"54,26";"";""
"24.03.22";"55,43";"55,09";"55,43";"55,09";"2.093";"38"
"23.03.22";"55,83";"55,91";"55,91";"55,83";"2.796";"50"
"22.03.22";"55,96";"55,39";"55,99";"55,39";"46.492";"837"
"21.03.22";"55,79";"55,62";"55,79";"55,62";"5.006";"90"
"18.03.22";"56,04";"55,28";"56,04";"55,28";"12.733";"230"
"17.03.22";"56,05";"56,45";"56,45";"56,05";"18.569";"330"
"16.03.22";"55,90";"56,16";"56,16";"55,90";"50.755";"904"
"15.03.22";"53,55";"53,55";"53,55";"53,55";"";""
"14.03.22";"54,15";"54,40";"54,40";"54,15";"707";"13"
"11.03.22";"54,64";"54,64";"54,64";"54,64";"";""
"10.03.22";"55,16";"54,08";"56,05";"54,08";"65.457";"1.178"
"09.03.22";"55,93";"56,03";"56,57";"55,90";"27.005";"480"
"08.03.22";"57,24";"56,18";"57,59";"56,18";"15.490";"272"
"07.03.22";"58,02";"57,99";"58,02";"57,99";"5.799";"100"
"04.03.22";"58,33";"58,99";"58,99";"58,33";"295";"5"
"03.03.22";"58,15";"58,48";"58,48";"58,15";"8.784";"151"
"02.03.22";"57,80";"57,80";"57,80";"57,80";"";""
"01.03.22";"58,22";"57,99";"58,42";"57,99";"20.144";"346"
"28.02.22";"59,38";"58,39";"59,80";"58,30";"77.527";"1.302"
"25.02.22";"57,37";"59,15";"59,15";"57,37";"592";"10"
"24.02.22";"57,50";"58,86";"58,86";"57,50";"17.622";"303"
"23.02.22";"58,77";"58,89";"58,98";"58,73";"8.889";"151"
"22.02.22";"57,00";"58,14";"58,21";"56,80";"41.014";"717"
"21.02.22";"58,20";"58,25";"58,27";"58,01";"19.565";"337"
"18.02.22";"58,14";"58,07";"58,45";"58,07";"46.523";"796"
"17.02.22";"57,55";"57,98";"57,98";"57,48";"16.162";"280"
"16.02.22";"57,78";"57,86";"57,86";"57,78";"75.334";"1.302"
"15.02.22";"58,35";"59,06";"59,06";"58,35";"5.408";"92"
"14.02.22";"59,25";"58,60";"59,25";"58,60";"16.746";"284"
"11.02.22";"58,66";"58,98";"58,98";"58,51";"24.944";"425"
"10.02.22";"59,38";"58,53";"59,38";"58,53";"13.805";"235"
"09.02.22";"59,78";"59,42";"60,03";"59,42";"52.929";"888"
"08.02.22";"59,11";"59,57";"59,57";"59,11";"1.191";"20"
"07.02.22";"58,41";"58,99";"58,99";"58,41";"7.601";"129"
"04.02.22";"59,25";"59,42";"59,42";"59,25";"";""
"03.02.22";"59,97";"59,67";"59,97";"59,67";"119";"2"
"02.02.22";"58,95";"59,77";"59,77";"58,87";"10.388";"175"
"01.02.22";"59,50";"59,23";"59,77";"59,23";"6.400";"108"
"31.01.22";"59,34";"59,86";"59,86";"59,03";"28.182";"476"
