"Frankfurt";"US6092071058";"";"";"";"";""
"17.11.20";"49,095";"49,315";"49,415";"49,095";"58.388";"1.182"
"16.11.20";"49,22";"49,195";"49,31";"49,195";"8.725";"177"
"13.11.20";"48,775";"48,81";"48,81";"48,775";"3.075";"63"
"12.11.20";"48,70";"48,65";"48,80";"48,65";"21.422";"440"
"11.11.20";"48,42";"49,09";"49,53";"48,42";"214.134";"4.369"
"10.11.20";"47,015";"46,95";"47,015";"46,80";"1.638";"35"
"09.11.20";"47,49";"47,67";"47,67";"47,49";"21.066";"442"
"06.11.20";"46,755";"46,755";"46,755";"46,755";"";""
"05.11.20";"47,025";"47,375";"47,375";"47,025";"2.843";"60"
"04.11.20";"46,365";"46,365";"46,365";"46,365";"";""
"03.11.20";"46,51";"46,955";"46,955";"46,355";"43.668";"931"
"02.11.20";"45,675";"46,77";"46,77";"45,675";"4.069";"87"
"30.10.20";"44,755";"45,215";"45,575";"44,755";"13.604";"300"
"29.10.20";"45,535";"45,425";"45,61";"45,00";"16.320";"361"
"28.10.20";"46,245";"46,195";"46,245";"46,095";"2.074";"45"
"27.10.20";"46,725";"47,135";"47,135";"46,67";"51.575";"1.100"
"26.10.20";"47,585";"46,93";"47,585";"46,93";"5.417";"115"
"23.10.20";"47,94";"48,00";"48,00";"47,94";"4.080";"85"
"22.10.20";"47,655";"47,74";"47,74";"47,655";"7.018";"147"
"21.10.20";"48,00";"47,76";"48,00";"47,76";"50.388";"1.050"
"20.10.20";"48,555";"48,59";"48,73";"48,555";"26.848";"552"
"19.10.20";"49,395";"49,71";"49,71";"49,395";"2.983";"60"
"16.10.20";"49,685";"49,795";"49,795";"49,685";"996";"20"
"15.10.20";"49,62";"49,655";"49,655";"49,62";"2.681";"54"
"14.10.20";"50,02";"50,03";"50,31";"50,02";"6.086";"121"
"13.10.20";"49,53";"50,10";"50,10";"49,53";"45.400";"914"
"12.10.20";"48,45";"48,805";"48,805";"48,45";"3.831";"79"
"09.10.20";"48,005";"48,20";"48,20";"48,005";"";""
"08.10.20";"48,11";"47,89";"48,11";"47,82";"2.257";"47"
"07.10.20";"47,66";"47,76";"47,76";"47,66";"";""
"06.10.20";"48,36";"48,07";"48,36";"48,07";"122.573";"2.542"
"05.10.20";"48,58";"48,215";"48,74";"48,215";"17.170";"356"
"02.10.20";"48,83";"49,035";"49,035";"48,78";"1.318";"27"
"01.10.20";"49,135";"49,06";"49,135";"49,06";"";""
"30.09.20";"47,82";"48,49";"48,49";"47,82";"";""
"29.09.20";"48,45";"48,445";"48,60";"48,44";"1.938";"40"
"28.09.20";"48,435";"48,825";"48,825";"48,435";"9.075";"186"
"25.09.20";"47,635";"48,00";"48,00";"47,39";"4.800";"100"
"24.09.20";"46,955";"46,85";"47,255";"46,85";"3.576";"76"
"23.09.20";"47,715";"47,95";"47,95";"47,715";"";""
"22.09.20";"47,56";"47,53";"47,86";"47,53";"9.572";"200"
"21.09.20";"47,405";"47,415";"47,59";"47,405";"7.112";"150"
"18.09.20";"48,075";"48,285";"48,285";"48,075";"4.340";"90"
"17.09.20";"48,57";"48,72";"48,72";"48,225";"5.846";"120"
"16.09.20";"48,98";"49,185";"49,20";"48,98";"19.926";"405"
"15.09.20";"48,695";"48,955";"48,955";"48,695";"5.369";"110"
"14.09.20";"48,81";"48,81";"48,81";"48,81";"1.171";"24"
"11.09.20";"48,335";"48,545";"48,605";"48,235";"23.196";"480"
"10.09.20";"48,50";"48,625";"48,805";"48,50";"1.364";"28"
"09.09.20";"48,275";"48,61";"48,61";"48,185";"2.187";"45"
"08.09.20";"49,43";"48,29";"49,43";"48,29";"";""
"07.09.20";"49,30";"48,98";"49,30";"48,98";"29.859";"607"
"04.09.20";"49,275";"49,01";"49,645";"48,82";"1.867";"38"
"03.09.20";"50,00";"49,89";"50,39";"49,88";"14.573";"290"
"02.09.20";"49,50";"49,745";"49,765";"49,50";"1.008.443";"20.372"
"01.09.20";"48,97";"48,195";"48,995";"48,195";"25.136";"515"
"31.08.20";"49,10";"49,195";"49,195";"49,10";"16.472";"335"
"28.08.20";"49,10";"49,11";"49,125";"49,00";"49.829";"1.015"
"27.08.20";"49,29";"49,175";"49,29";"49,175";"5.812";"118"
"26.08.20";"48,83";"48,895";"49,28";"48,83";"222.056";"4.508"
"25.08.20";"49,465";"49,075";"49,465";"49,075";"6.787";"138"
"24.08.20";"48,78";"49,10";"49,10";"48,585";"19.989";"410"
"21.08.20";"48,145";"48,515";"48,515";"48,145";"4.477";"93"
"20.08.20";"47,62";"47,75";"47,75";"47,62";"";""
"19.08.20";"48,40";"47,705";"48,40";"47,705";"606.013";"12.525"
"18.08.20";"47,35";"47,57";"47,745";"47,275";"17.228";"362"
"17.08.20";"47,13";"47,265";"47,55";"47,13";"51.095";"1.075"
"14.08.20";"47,34";"47,13";"47,34";"47,13";"16.590";"352"
"13.08.20";"47,385";"47,50";"47,50";"47,315";"250.592";"5.286"
"12.08.20";"47,295";"46,78";"47,295";"46,78";"2.814";"60"
"11.08.20";"47,30";"47,345";"47,345";"47,30";"";""
"10.08.20";"47,22";"47,155";"47,22";"46,96";"2.350";"50"
"07.08.20";"46,485";"46,985";"47,125";"46,485";"470";"10"
"06.08.20";"46,395";"46,225";"46,66";"46,225";"3.966";"85"
"05.08.20";"47,23";"46,78";"47,23";"46,78";"4.959";"105"
"04.08.20";"47,155";"46,84";"47,155";"46,84";"330";"7"
"03.08.20";"47,155";"47,39";"47,39";"47,155";"4.716";"100"
"31.07.20";"46,735";"46,715";"46,735";"46,715";"";""
"30.07.20";"48,27";"48,27";"48,27";"48,27";"3.862";"80"
"29.07.20";"47,795";"48,39";"48,39";"47,525";"9.852";"207"
"28.07.20";"47,51";"47,59";"47,59";"47,335";"31.561";"664"
"27.07.20";"46,825";"46,615";"46,825";"46,615";"559";"12"
"24.07.20";"47,225";"47,155";"47,595";"47,155";"28.365";"600"
"23.07.20";"47,125";"47,49";"47,49";"47,125";"14.410";"305"
"22.07.20";"46,79";"46,535";"46,79";"46,535";"1.772";"38"
"21.07.20";"46,84";"46,97";"46,97";"46,84";"9.378";"200"
"20.07.20";"46,86";"47,085";"47,395";"46,86";"12.560";"265"
"17.07.20";"46,69";"46,75";"46,75";"46,605";"14.879";"319"
"16.07.20";"46,50";"46,585";"46,675";"46,21";"47.271";"1.020"
"15.07.20";"46,455";"46,245";"46,455";"46,245";"";""
"14.07.20";"45,605";"45,215";"45,605";"45,215";"6.791";"150"
"13.07.20";"45,785";"45,585";"45,785";"45,585";"";""
"10.07.20";"44,205";"44,725";"44,725";"44,205";"";""
"09.07.20";"45,02";"44,90";"45,02";"44,90";"6.065";"135"
"08.07.20";"45,46";"45,155";"45,46";"45,155";"";""
"07.07.20";"45,545";"45,72";"45,72";"45,495";"3.418";"75"
"06.07.20";"45,705";"45,79";"45,79";"45,705";"2.057";"45"
"03.07.20";"45,685";"45,685";"45,685";"45,685";"";""
"02.07.20";"45,445";"45,995";"45,995";"45,445";"31.521";"690"
"01.07.20";"45,345";"45,37";"45,52";"45,345";"6.823";"150"
"30.06.20";"45,13";"45,205";"45,205";"45,12";"5.649";"125"
"29.06.20";"44,44";"44,37";"44,44";"44,37";"";""
"26.06.20";"45,16";"45,525";"45,525";"45,16";"501";"11"
"25.06.20";"44,74";"45,285";"45,285";"44,74";"4.923";"109"
"24.06.20";"45,915";"45,48";"45,995";"45,435";"9.780";"213"
"23.06.20";"46,47";"46,25";"46,47";"46,25";"";""
"22.06.20";"46,65";"46,385";"46,65";"46,385";"";""
"19.06.20";"47,37";"47,59";"47,59";"47,37";"";""
"18.06.20";"46,665";"46,755";"46,755";"46,665";"";""
"17.06.20";"46,57";"46,865";"46,925";"46,57";"18.299";"390"
"16.06.20";"45,525";"46,55";"46,55";"45,525";"";""
"15.06.20";"43,85";"44,85";"44,85";"43,85";"1.790";"40"
"12.06.20";"45,345";"45,45";"45,45";"45,345";"2.041";"45"
"11.06.20";"45,895";"46,095";"46,095";"45,895";"";""
"10.06.20";"46,695";"46,665";"46,93";"46,665";"5.068";"108"
"09.06.20";"47,61";"46,90";"47,61";"46,90";"805";"17"
"08.06.20";"46,21";"46,55";"46,60";"46,21";"9.979";"215"
"05.06.20";"45,60";"46,24";"46,24";"45,38";"44.724";"969"
"04.06.20";"46,52";"46,555";"46,555";"46,52";"5.586";"120"
"03.06.20";"46,665";"46,60";"46,86";"46,60";"71.436";"1.532"
"02.06.20";"46,80";"46,79";"47,055";"46,79";"6.748";"144"
"29.05.20";"46,255";"46,325";"46,45";"46,23";"6.710";"145"
"28.05.20";"46,145";"45,79";"46,145";"45,79";"3.362";"73"
"27.05.20";"45,39";"45,395";"45,445";"45,15";"56.624";"1.250"
"26.05.20";"45,63";"45,135";"45,875";"45,135";"29.660";"650"
"25.05.20";"45,58";"45,58";"45,58";"45,58";"";""
"22.05.20";"44,745";"45,37";"45,37";"44,60";"15.776";"350"
"21.05.20";"45,095";"44,995";"45,095";"44,995";"4.500";"100"
"20.05.20";"45,755";"45,435";"45,755";"45,435";"";""
"19.05.20";"46,905";"46,18";"46,905";"46,18";"21.038";"455"
"18.05.20";"46,35";"46,565";"46,60";"45,99";"25.710";"554"
"15.05.20";"45,535";"45,46";"45,535";"45,46";"";""
"14.05.20";"45,555";"45,555";"45,555";"45,555";"";""
"13.05.20";"46,31";"45,94";"46,31";"45,94";"12.360";"268"
"12.05.20";"46,615";"46,88";"46,88";"46,615";"4.876";"104"
"11.05.20";"47,145";"47,195";"47,225";"47,145";"10.946";"232"
"08.05.20";"46,625";"46,715";"46,875";"46,625";"9.748";"208"
"07.05.20";"46,605";"46,635";"47,00";"46,605";"19.128";"407"
"06.05.20";"46,755";"46,81";"46,835";"46,50";"31.282";"670"
"05.05.20";"46,10";"46,195";"47,00";"46,10";"81.106";"1.730"
"04.05.20";"46,265";"45,98";"46,325";"45,85";"196.434";"4.244"
"30.04.20";"46,855";"46,405";"46,855";"46,18";"5.569";"120"
"29.04.20";"46,955";"46,345";"47,235";"46,345";"26.741";"574"
"28.04.20";"47,69";"47,495";"47,82";"47,495";"6.881";"144"
"27.04.20";"47,85";"47,26";"48,095";"47,26";"13.724";"287"
"24.04.20";"47,43";"47,45";"47,45";"47,395";"3.318";"70"
"23.04.20";"48,425";"48,59";"48,59";"48,425";"";""
"22.04.20";"47,77";"48,095";"48,095";"47,71";"63.846";"1.336"
"21.04.20";"49,55";"49,945";"49,945";"49,55";"4.070";"82"
"20.04.20";"48,95";"49,40";"49,40";"48,87";"29.587";"600"
"17.04.20";"50,66";"49,23";"50,66";"49,23";"1.267";"25"
"16.04.20";"49,505";"49,785";"49,825";"49,455";"345.458";"6.950"
"15.04.20";"49,47";"49,395";"49,47";"49,17";"12.666";"257"
"14.04.20";"48,00";"49,51";"49,57";"48,00";"20.184";"412"
"09.04.20";"47,94";"47,43";"47,94";"47,43";"";""
"08.04.20";"47,645";"47,36";"47,645";"47,36";"103.557";"2.179"
"07.04.20";"48,62";"48,265";"49,70";"48,155";"19.127";"386"
"06.04.20";"48,375";"48,485";"48,64";"48,01";"37.949";"787"
"03.04.20";"46,11";"47,27";"47,27";"46,11";"";""
"02.04.20";"44,89";"45,81";"46,27";"44,60";"15.153";"333"
"01.04.20";"44,905";"45,13";"45,65";"44,905";"19.999";"441"
"31.03.20";"46,565";"46,44";"47,50";"46,44";"11.559";"245"
"30.03.20";"43,975";"44,32";"44,32";"43,065";"18.621";"423"
"27.03.20";"43,995";"44,23";"44,23";"43,995";"18.721";"425"
"26.03.20";"42,60";"43,04";"43,195";"41,90";"80.188";"1.882"
"25.03.20";"44,00";"43,03";"47,00";"42,855";"69.438";"1.584"
"24.03.20";"40,10";"42,99";"42,99";"40,10";"38.820";"914"
"23.03.20";"39,50";"40,905";"40,905";"39,50";"8.467";"207"
"20.03.20";"43,00";"42,665";"44,025";"41,62";"6.035";"141"
"19.03.20";"42,40";"42,69";"42,69";"42,40";"14.416";"340"
"18.03.20";"42,565";"40,495";"42,565";"40,495";"49.313";"1.169"
"17.03.20";"43,20";"44,42";"44,52";"41,00";"176.855";"4.267"
"16.03.20";"43,205";"41,015";"43,205";"41,00";"23.317";"564"
"13.03.20";"40,00";"43,845";"43,845";"40,00";"112.645";"2.751"
"12.03.20";"43,00";"42,97";"44,09";"41,50";"192.009";"4.506"
"11.03.20";"47,025";"47,025";"47,025";"47,025";"";""
"10.03.20";"48,67";"48,50";"48,67";"48,00";"13.772";"286"
"09.03.20";"46,86";"47,48";"47,48";"45,70";"40.511";"869"
"06.03.20";"49,92";"49,305";"49,92";"48,86";"8.088";"164"
"05.03.20";"51,16";"50,73";"51,16";"50,73";"";""
"04.03.20";"49,91";"49,91";"49,91";"49,91";"";""
"03.03.20";"49,555";"50,18";"50,18";"49,555";"22.452";"449"
"02.03.20";"47,82";"49,045";"49,045";"47,385";"28.458";"593"
"28.02.20";"48,10";"47,67";"49,00";"46,82";"181.270";"3.822"
"27.02.20";"51,58";"50,50";"51,93";"50,50";"39.320";"764"
"26.02.20";"52,81";"53,04";"53,04";"52,17";"64.299";"1.228"
"25.02.20";"53,57";"53,11";"53,57";"52,97";"47.906";"901"
"24.02.20";"52,81";"53,51";"53,51";"51,80";"66.932";"1.273"
"21.02.20";"54,46";"54,45";"54,46";"54,45";"545";"10"
"20.02.20";"54,53";"54,54";"54,81";"54,53";"2.466";"45"
"19.02.20";"55,03";"55,59";"55,59";"55,03";"1.112";"20"
"18.02.20";"54,96";"55,13";"55,13";"54,91";"5.511";"100"
"17.02.20";"55,30";"54,70";"55,30";"54,70";"121.938";"2.216"
"14.02.20";"54,38";"54,22";"54,38";"54,22";"11.311";"208"
"13.02.20";"53,63";"54,14";"54,14";"53,63";"";""
"12.02.20";"54,00";"53,70";"54,00";"53,70";"1.887";"35"
"11.02.20";"54,09";"54,04";"54,09";"54,04";"10.275";"190"
"10.02.20";"53,61";"54,10";"54,10";"53,42";"17.458";"326"
"07.02.20";"53,06";"53,86";"53,86";"53,06";"12.374";"230"
"06.02.20";"52,59";"52,67";"52,67";"52,59";"105";"2"
"05.02.20";"51,77";"52,40";"52,40";"51,77";"209.741";"4.033"
"04.02.20";"52,38";"52,38";"52,38";"52,38";"";""
"03.02.20";"51,95";"52,04";"52,04";"51,95";"";""
"31.01.20";"53,00";"53,27";"53,44";"53,00";"18.339";"346"
